public_date,gicdesc,NFIRM,indret_ew,indret_vw,PEG_1yrforward_Median,CAPEI_Median,bm_Median,PEG_ltgforward_Median,evm_Median,pe_op_basic_Median,pe_op_dil_Median,pe_exi_Median,pe_inc_Median,ps_Median,pcf_Median,dpr_Median,ptb_Median,PEG_trailing_Median,divyield_Median,efftax_Median,GProf_Median,aftret_eq_Median,aftret_equity_Median,aftret_invcapx_Median,gpm_Median,npm_Median,opmad_Median,opmbd_Median,pretret_earnat_Median,pretret_noa_Median,ptpm_Median,roa_Median,roce_Median,roe_Median,capital_ratio_Median,equity_invcap_Median,debt_invcap_Median,totdebt_invcap_Median,invt_act_Median,rect_act_Median,fcf_ocf_Median,ocf_lct_Median,cash_debt_Median,cash_lt_Median,cfm_Median,short_debt_Median,profit_lct_Median,curr_debt_Median,debt_ebitda_Median,dltt_be_Median,int_debt_Median,int_totdebt_Median,lt_debt_Median,lt_ppent_Median,de_ratio_Median,debt_assets_Median,debt_at_Median,debt_capital_Median,intcov_Median,intcov_ratio_Median,cash_conversion_Median,cash_ratio_Median,curr_ratio_Median,quick_ratio_Median,at_turn_Median,inv_turn_Median,pay_turn_Median,rect_turn_Median,sale_equity_Median,sale_invcap_Median,sale_nwc_Median,accrual_Median,rd_sale_Median,adv_sale_Median,staff_sale_Median
2011-07-31,Consumer Staples,163,-0.014622,-0.013088,0.529,17.055,0.544,1.397,8.330,14.657,14.714,15.147,15.147,0.883,10.046,0.174,1.709,0.642,2.74%,0.346,0.413,0.132,0.132,0.106,0.351,0.038,0.074,0.112,0.154,0.237,0.055,0.154,0.150,0.128,0.212,0.760,0.212,0.309,0.344,0.265,0.609,0.436,0.184,0.141,0.077,0.144,0.706,0.466,1.328,0.240,0.067,0.057,0.342,1.903,0.884,0.508,0.215,0.379,5.505,7.652,58.045,0.348,1.834,1.099,1.294,6.181,11.018,11.026,2.784,1.822,7.644,-0.040,0.000,0.007,0.000
2011-07-31,Energy,219,0.028192,0.007709,-0.009,13.536,0.481,1.475,7.711,11.522,11.607,10.204,9.852,2.787,7.464,0.000,1.949,0.271,.883%,0.346,0.158,0.045,0.043,0.044,0.450,0.032,0.095,0.259,0.052,0.064,0.048,0.113,0.068,0.035,0.271,0.706,0.271,0.308,0.064,0.377,-0.110,0.770,0.176,0.128,0.194,0.032,0.903,0.288,1.384,0.316,0.082,0.073,0.391,0.750,0.950,0.500,0.219,0.374,1.835,2.209,39.072,0.440,1.511,1.248,0.388,13.577,5.156,6.012,0.813,0.523,4.677,-0.089,0.000,0.000,0.000
2011-07-31,Financials,726,-0.022130,-0.041454,0.160,12.476,1.025,1.321,10.391,11.279,11.442,11.442,11.462,1.475,5.045,0.374,0.909,0.361,2.40%,0.293,0.036,0.052,0.052,0.000,0.565,0.079,0.236,0.266,0.228,0.438,0.115,0.018,0.071,0.053,0.327,0.631,0.323,0.527,0.000,0.211,0.943,0.465,0.017,0.076,0.117,0.221,0.742,0.462,3.828,0.510,0.065,0.055,0.074,56.425,7.988,0.889,0.100,0.886,3.970,5.407,176.949,1.053,2.201,1.899,0.058,2.443,0.037,0.094,0.622,0.382,2.974,-0.013,0.000,0.006,0.247
2011-07-31,Health Care,550,-0.035141,-0.039041,-0.121,-2.152,0.338,1.119,5.559,-0.612,-0.612,-1.656,-1.687,2.912,4.807,0.000,2.867,0.209,1.55%,0.324,0.275,0.046,0.038,0.000,0.390,0.010,0.036,0.061,0.038,0.061,0.014,0.064,0.067,0.017,0.028,0.940,0.033,0.107,0.038,0.178,0.778,0.152,0.088,1.014,0.038,0.207,0.229,0.622,0.000,0.026,0.088,0.069,0.072,4.805,0.521,0.392,0.078,0.179,1.842,2.587,81.344,1.736,3.033,2.583,0.666,3.546,10.295,6.768,1.123,0.934,1.791,-0.055,0.093,0.000,0.000
2011-07-31,Industrials,541,-0.024178,-0.065169,0.399,17.647,0.544,1.252,8.731,15.304,15.573,14.921,14.849,0.855,10.487,0.021,1.651,0.553,1.64%,0.330,0.285,0.092,0.091,0.079,0.288,0.038,0.068,0.107,0.117,0.182,0.055,0.121,0.122,0.087,0.216,0.762,0.220,0.271,0.222,0.390,0.637,0.335,0.140,0.191,0.074,0.115,0.533,0.498,1.214,0.259,0.076,0.063,0.272,2.603,0.947,0.507,0.172,0.362,4.558,6.571,71.298,0.426,2.000,1.549,1.060,5.804,9.991,6.426,2.182,1.601,4.616,-0.030,0.000,0.000,0.000
2011-07-31,Information Technology,680,-0.049370,-0.000810,0.192,13.446,0.416,1.201,9.856,13.181,13.457,12.140,11.970,1.681,11.991,0.000,2.030,0.207,1.75%,0.251,0.409,0.087,0.085,0.046,0.496,0.044,0.071,0.119,0.101,0.160,0.056,0.111,0.099,0.083,0.007,0.982,0.008,0.047,0.085,0.248,0.746,0.352,0.221,0.845,0.099,0.275,0.441,0.785,0.028,0.006,0.093,0.068,0.013,4.843,0.544,0.355,0.033,0.159,5.392,8.159,69.912,1.256,2.451,2.138,0.856,4.709,7.902,6.108,1.365,1.206,2.392,-0.048,0.095,0.000,0.000
2011-07-31,Materials,192,-0.019782,-0.022282,0.286,18.682,0.492,1.270,7.753,14.108,14.274,13.706,12.705,1.002,10.435,0.123,1.895,0.246,1.71%,0.286,0.250,0.124,0.125,0.101,0.271,0.056,0.088,0.133,0.120,0.150,0.074,0.137,0.132,0.117,0.278,0.696,0.272,0.333,0.309,0.343,0.567,0.436,0.144,0.169,0.102,0.101,0.750,0.351,1.604,0.355,0.074,0.063,0.336,1.467,1.072,0.528,0.220,0.398,4.897,5.752,73.149,0.531,2.416,1.556,0.980,5.823,9.387,7.300,2.233,1.406,4.316,-0.027,0.003,0.000,0.000
2011-07-31,Utilities,98,-0.009405,-0.011134,1.257,18.037,0.894,2.530,8.107,14.342,14.413,14.444,14.290,1.308,5.955,0.628,1.112,2.078,4.15%,0.359,0.092,0.099,0.098,0.069,0.260,0.076,0.170,0.260,0.074,0.088,0.121,0.092,0.095,0.074,0.494,0.498,0.494,0.554,0.177,0.327,0.156,0.593,0.096,0.024,0.167,0.116,0.790,0.174,3.632,0.710,0.066,0.058,0.438,0.995,2.275,0.693,0.337,0.560,2.393,2.986,29.106,0.138,1.082,0.863,0.348,12.374,8.981,9.124,1.203,0.580,8.484,-0.048,0.000,0.000,0.000
2011-08-31,Communication Services,47,-0.059381,-0.018979,-0.312,12.993,0.519,1.366,6.776,14.431,14.706,13.196,13.196,0.993,4.720,0.338,1.601,0.192,5.87%,0.332,0.297,0.045,0.056,0.051,0.577,0.030,0.106,0.262,0.089,0.104,0.042,0.152,0.069,0.042,0.551,0.415,0.547,0.579,0.032,0.317,0.371,0.980,0.166,0.098,0.198,0.049,1.212,0.213,2.513,0.799,0.080,0.074,0.584,1.558,1.553,0.630,0.383,0.604,1.617,1.988,19.262,0.717,1.388,1.379,0.548,25.986,7.897,10.311,1.737,0.728,7.562,-0.104,0.000,0.008,0.000
2011-08-31,Consumer Discretionary,559,-0.098993,-0.063405,0.294,12.659,0.555,1.020,8.180,12.478,12.682,12.364,12.222,0.646,7.048,0.000,1.509,0.356,2.15%,0.343,0.420,0.105,0.105,0.087,0.372,0.039,0.072,0.109,0.128,0.192,0.052,0.129,0.125,0.101,0.232,0.734,0.232,0.295,0.256,0.225,0.621,0.428,0.172,0.200,0.075,0.079,0.640,0.552,1.192,0.266,0.083,0.070,0.246,2.440,0.998,0.532,0.183,0.400,3.736,4.881,60.984,0.499,1.796,1.174,1.342,5.138,9.691,13.185,2.647,2.035,5.683,-0.050,0.000,0.013,0.000
2011-08-31,Consumer Staples,160,-0.063312,0.004510,0.551,16.342,0.542,1.355,8.744,14.306,14.397,14.041,13.988,0.798,9.439,0.199,1.537,0.581,2.66%,0.347,0.415,0.133,0.131,0.106,0.350,0.041,0.074,0.112,0.159,0.234,0.061,0.148,0.150,0.128,0.214,0.757,0.213,0.326,0.350,0.268,0.618,0.443,0.177,0.128,0.077,0.147,0.713,0.467,1.394,0.240,0.068,0.057,0.343,1.926,0.872,0.503,0.212,0.386,5.555,7.631,55.046,0.357,1.821,1.104,1.353,6.171,11.405,10.913,2.814,1.848,8.045,-0.037,0.000,0.007,0.000
2011-08-31,Energy,217,-0.148799,-0.100595,0.086,12.336,0.589,1.114,8.059,10.367,10.470,9.994,9.549,2.265,5.767,0.000,1.578,0.192,1.01%,0.346,0.166,0.058,0.057,0.054,0.463,0.051,0.121,0.270,0.066,0.075,0.085,0.127,0.082,0.049,0.276,0.709,0.276,0.299,0.062,0.389,-0.147,0.817,0.178,0.125,0.210,0.033,0.950,0.289,1.445,0.331,0.078,0.072,0.408,0.759,0.943,0.500,0.221,0.377,2.214,2.553,40.229,0.460,1.511,1.266,0.393,13.772,4.730,6.187,0.850,0.518,4.321,-0.090,0.000,0.000,0.000
2011-08-31,Financials,724,-0.077410,-0.101379,0.114,11.852,1.094,1.214,10.210,10.848,11.020,11.060,11.026,1.360,4.859,0.371,0.818,0.304,2.66%,0.294,0.036,0.053,0.053,0.000,0.595,0.084,0.253,0.283,0.250,0.447,0.118,0.019,0.076,0.054,0.313,0.647,0.311,0.502,0.000,0.202,0.941,0.481,0.018,0.077,0.125,0.222,0.761,0.473,3.657,0.465,0.065,0.055,0.069,56.548,7.776,0.886,0.096,0.884,3.896,5.669,173.457,1.008,2.245,2.122,0.057,2.256,0.032,0.094,0.617,0.385,2.985,-0.012,0.000,0.006,0.247
2011-08-31,Health Care,550,-0.109493,-0.038213,-0.088,-1.619,0.341,1.049,5.696,-0.667,-0.687,-1.652,-1.602,2.569,4.477,0.000,2.533,0.167,1.69%,0.321,0.272,0.026,0.017,0.000,0.392,0.009,0.034,0.056,0.034,0.072,0.013,0.062,0.055,-0.002,0.027,0.941,0.032,0.107,0.038,0.178,0.753,0.145,0.076,0.980,0.035,0.201,0.224,0.618,0.000,0.027,0.086,0.067,0.077,4.734,0.555,0.387,0.076,0.177,1.711,2.593,80.157,1.774,3.075,2.655,0.659,3.650,10.175,6.679,1.104,0.905,1.812,-0.050,0.092,0.000,0.000
2011-08-31,Industrials,541,-0.090611,-0.070861,0.321,16.145,0.585,1.102,9.056,13.650,13.873,13.747,13.600,0.732,9.399,0.015,1.474,0.595,1.83%,0.331,0.284,0.091,0.091,0.081,0.286,0.039,0.069,0.105,0.118,0.183,0.058,0.121,0.121,0.086,0.220,0.766,0.223,0.273,0.224,0.393,0.596,0.318,0.140,0.185,0.075,0.118,0.554,0.511,1.218,0.264,0.074,0.062,0.275,2.660,0.935,0.497,0.174,0.358,4.577,6.740,72.622,0.423,2.001,1.542,1.075,5.708,10.118,6.405,2.199,1.624,4.438,-0.030,0.000,0.000,0.000
2011-08-31,Information Technology,675,-0.103213,-0.065312,0.119,12.055,0.451,1.141,10.180,11.600,11.927,10.728,10.628,1.518,10.520,0.000,1.805,0.232,1.95%,0.250,0.408,0.079,0.079,0.047,0.500,0.045,0.071,0.123,0.096,0.159,0.056,0.111,0.098,0.084,0.005,0.986,0.006,0.043,0.082,0.250,0.736,0.358,0.224,0.869,0.099,0.265,0.434,0.781,0.027,0.005,0.091,0.065,0.010,4.742,0.544,0.354,0.030,0.150,5.457,7.347,71.970,1.255,2.525,2.133,0.852,4.502,7.951,6.155,1.321,1.180,2.453,-0.047,0.095,0.000,0.000
2011-08-31,Materials,193,-0.100615,-0.071282,0.242,16.728,0.535,1.114,7.932,11.436,11.829,11.264,10.825,0.879,9.547,0.130,1.564,0.195,1.86%,0.283,0.245,0.129,0.131,0.104,0.273,0.056,0.088,0.134,0.122,0.156,0.074,0.140,0.139,0.118,0.279,0.681,0.279,0.335,0.306,0.345,0.482,0.387,0.144,0.175,0.101,0.088,0.755,0.354,1.575,0.342,0.073,0.062,0.356,1.474,1.011,0.516,0.218,0.409,4.917,6.227,73.964,0.519,2.371,1.576,0.977,5.750,9.507,7.188,2.208,1.383,4.037,-0.020,0.003,0.000,0.000
2011-08-31,Utilities,98,0.009293,0.016945,0.814,18.133,0.907,2.703,8.318,14.783,14.851,15.174,14.888,1.287,6.271,0.628,1.140,1.825,4.03%,0.359,0.090,0.097,0.097,0.068,0.257,0.077,0.169,0.256,0.075,0.087,0.121,0.091,0.096,0.072,0.497,0.495,0.496,0.551,0.179,0.339,0.167,0.599,0.096,0.025,0.175,0.106,0.758,0.168,3.651,0.709,0.065,0.058,0.445,0.985,2.261,0.692,0.333,0.556,2.467,3.036,29.841,0.152,1.064,0.881,0.350,12.667,8.965,9.139,1.181,0.577,9.720,-0.047,0.000,0.000,0.000
2011-09-30,Communication Services,48,-0.141626,-0.027157,-0.284,12.357,0.539,1.342,6.740,12.132,12.176,10.689,10.689,0.821,4.178,0.312,1.238,0.175,6.17%,0.330,0.299,0.047,0.059,0.051,0.580,0.033,0.098,0.263,0.086,0.101,0.049,0.152,0.070,0.043,0.564,0.411,0.549,0.581,0.035,0.312,0.356,1.014,0.165,0.102,0.205,0.047,1.217,0.208,2.548,0.809,0.080,0.075,0.585,1.553,1.559,0.637,0.399,0.613,1.668,1.935,19.257,0.731,1.431,1.364,0.554,23.140,7.974,10.299,1.751,0.734,6.952,-0.104,0.000,0.009,0.000
2011-09-30,Consumer Discretionary,562,-0.102742,-0.077953,0.252,11.653,0.558,0.921,8.218,11.317,11.635,11.429,11.201,0.590,6.274,0.000,1.389,0.312,2.33%,0.343,0.418,0.106,0.107,0.087,0.372,0.039,0.072,0.109,0.131,0.196,0.051,0.129,0.126,0.103,0.240,0.728,0.240,0.311,0.263,0.228,0.620,0.429,0.171,0.200,0.075,0.083,0.637,0.553,1.204,0.267,0.082,0.070,0.254,2.460,1.000,0.535,0.188,0.401,3.736,4.862,60.824,0.498,1.788,1.161,1.349,5.116,9.667,13.260,2.683,2.032,5.792,-0.049,0.000,0.013,0.000
2011-09-30,Consumer Staples,161,-0.069522,-0.034152,0.525,15.731,0.542,1.207,8.762,13.366,13.475,13.114,12.997,0.734,7.880,0.178,1.488,0.550,2.74%,0.343,0.416,0.131,0.130,0.106,0.347,0.040,0.073,0.108,0.160,0.239,0.057,0.146,0.151,0.128,0.222,0.753,0.222,0.327,0.351,0.275,0.610,0.440,0.175,0.132,0.077,0.147,0.701,0.467,1.398,0.251,0.068,0.056,0.351,2.051,0.896,0.504,0.219,0.388,5.409,7.384,54.549,0.359,1.822,1.110,1.358,6.255,11.358,10.887,2.814,1.833,8.074,-0.037,0.000,0.007,0.000
2011-09-30,Energy,221,-0.195286,-0.125565,0.051,10.198,0.589,0.867,8.059,8.886,8.886,8.307,7.960,1.771,4.685,0.000,1.216,0.172,1.33%,0.346,0.168,0.060,0.058,0.056,0.463,0.050,0.121,0.273,0.066,0.078,0.080,0.127,0.084,0.049,0.276,0.704,0.276,0.314,0.062,0.391,-0.146,0.820,0.177,0.127,0.206,0.034,0.950,0.284,1.445,0.329,0.079,0.072,0.408,0.774,0.980,0.504,0.221,0.378,2.266,2.592,39.777,0.460,1.524,1.274,0.399,13.962,4.730,6.110,0.849,0.518,4.419,-0.090,0.000,0.000,0.000
2011-09-30,Financials,726,-0.082960,-0.117127,0.082,11.361,1.093,1.082,10.192,10.000,10.163,10.008,10.100,1.271,4.481,0.368,0.759,0.286,2.82%,0.294,0.036,0.052,0.052,0.000,0.596,0.084,0.253,0.285,0.237,0.446,0.116,0.019,0.076,0.053,0.313,0.647,0.311,0.501,0.000,0.203,0.941,0.516,0.018,0.077,0.125,0.218,0.757,0.486,3.675,0.467,0.065,0.055,0.069,56.537,7.764,0.886,0.096,0.884,3.830,5.565,173.457,1.010,2.183,1.953,0.057,2.256,0.032,0.094,0.616,0.384,3.042,-0.012,0.000,0.006,0.248
2011-09-30,Health Care,550,-0.092906,-0.046811,-0.079,-1.471,0.341,0.934,5.608,-0.625,-0.711,-1.376,-1.429,2.352,3.789,0.000,2.320,0.162,1.83%,0.319,0.270,0.022,0.011,0.000,0.388,0.009,0.033,0.055,0.032,0.067,0.012,0.061,0.054,-0.003,0.028,0.937,0.033,0.109,0.038,0.178,0.755,0.146,0.076,0.978,0.034,0.201,0.218,0.606,0.000,0.027,0.086,0.067,0.082,4.734,0.555,0.389,0.076,0.177,1.707,2.583,79.093,1.752,3.040,2.625,0.658,3.670,10.175,6.695,1.119,0.910,1.793,-0.050,0.092,0.000,0.000
2011-09-30,Industrials,540,-0.132200,-0.102387,0.277,14.364,0.588,1.001,9.113,11.994,12.135,11.897,11.636,0.652,8.421,0.016,1.297,0.539,2.04%,0.331,0.284,0.093,0.092,0.081,0.286,0.039,0.069,0.105,0.117,0.182,0.058,0.121,0.120,0.087,0.222,0.765,0.224,0.274,0.225,0.397,0.594,0.314,0.138,0.184,0.075,0.120,0.554,0.514,1.213,0.264,0.074,0.062,0.275,2.675,0.940,0.505,0.174,0.358,4.591,6.681,73.071,0.421,2.000,1.538,1.073,5.693,10.111,6.395,2.197,1.621,4.500,-0.029,0.000,0.000,0.000
2011-09-30,Information Technology,675,-0.105244,-0.044210,0.055,10.938,0.455,1.006,10.156,10.341,10.529,9.597,9.610,1.341,9.315,0.000,1.554,0.193,2.10%,0.249,0.410,0.079,0.079,0.046,0.500,0.044,0.071,0.122,0.094,0.159,0.057,0.110,0.098,0.084,0.006,0.985,0.006,0.043,0.081,0.250,0.733,0.359,0.221,0.871,0.099,0.265,0.434,0.781,0.028,0.006,0.090,0.065,0.012,4.697,0.543,0.353,0.032,0.153,5.489,7.347,71.161,1.255,2.521,2.133,0.858,4.507,7.899,6.171,1.338,1.190,2.453,-0.048,0.095,0.000,0.000
2011-09-30,Materials,191,-0.167072,-0.171173,0.199,13.541,0.549,0.928,7.950,9.018,9.330,8.919,8.721,0.767,8.585,0.131,1.319,0.159,2.05%,0.286,0.245,0.129,0.130,0.104,0.273,0.056,0.087,0.132,0.119,0.156,0.075,0.140,0.133,0.116,0.272,0.696,0.275,0.329,0.306,0.345,0.475,0.380,0.144,0.175,0.102,0.089,0.726,0.357,1.590,0.333,0.072,0.062,0.350,1.446,1.011,0.509,0.218,0.408,5.034,6.247,73.765,0.519,2.371,1.576,0.960,5.750,9.507,7.205,2.198,1.383,4.037,-0.020,0.003,0.000,0.000
2011-09-30,Utilities,98,-0.038960,-0.007467,0.786,17.628,0.907,2.731,8.318,14.114,14.317,14.555,14.455,1.258,6.032,0.628,1.066,1.801,4.14%,0.359,0.090,0.097,0.097,0.068,0.257,0.077,0.169,0.256,0.075,0.087,0.121,0.091,0.096,0.072,0.497,0.495,0.496,0.551,0.179,0.339,0.167,0.599,0.096,0.025,0.175,0.106,0.758,0.168,3.651,0.709,0.065,0.058,0.445,0.985,2.261,0.692,0.333,0.556,2.467,3.036,29.841,0.152,1.064,0.881,0.350,12.667,8.965,9.139,1.181,0.577,9.720,-0.047,0.000,0.000,0.000
2011-10-31,Communication Services,48,0.091664,0.031583,-0.446,11.576,0.539,1.225,6.740,12.916,12.963,11.582,11.582,0.987,4.332,0.312,1.372,0.178,6.78%,0.330,0.299,0.047,0.059,0.051,0.580,0.033,0.098,0.263,0.086,0.101,0.049,0.152,0.070,0.043,0.564,0.411,0.549,0.581,0.035,0.312,0.356,1.014,0.165,0.102,0.205,0.047,1.217,0.208,2.548,0.809,0.080,0.075,0.585,1.553,1.559,0.637,0.399,0.613,1.668,1.935,19.257,0.731,1.431,1.364,0.554,23.140,7.974,10.299,1.751,0.734,6.952,-0.104,0.000,0.009,0.000
2011-10-31,Consumer Discretionary,561,0.126486,0.129651,0.280,12.699,0.566,1.060,8.157,12.737,12.986,12.857,12.552,0.676,6.974,0.000,1.548,0.329,2.13%,0.343,0.420,0.106,0.107,0.088,0.372,0.039,0.072,0.109,0.131,0.196,0.051,0.129,0.126,0.102,0.234,0.728,0.234,0.310,0.263,0.224,0.620,0.430,0.173,0.200,0.075,0.078,0.639,0.552,1.200,0.262,0.082,0.070,0.254,2.440,0.991,0.535,0.186,0.400,3.800,4.884,61.125,0.513,1.799,1.178,1.362,5.116,9.691,13.290,2.672,2.020,5.731,-0.049,0.000,0.013,0.000
2011-10-31,Consumer Staples,160,0.083347,0.046985,0.661,16.310,0.546,1.486,8.818,14.481,14.467,14.211,14.088,0.824,9.393,0.203,1.640,0.578,2.57%,0.341,0.415,0.132,0.131,0.104,0.360,0.041,0.077,0.112,0.163,0.240,0.062,0.145,0.149,0.128,0.226,0.748,0.226,0.337,0.350,0.274,0.623,0.441,0.173,0.124,0.078,0.142,0.700,0.459,1.513,0.253,0.067,0.056,0.353,2.122,0.876,0.503,0.222,0.390,5.408,7.280,55.068,0.359,1.828,1.097,1.346,5.962,11.216,10.873,2.778,1.821,7.821,-0.036,0.000,0.008,0.000
2011-10-31,Energy,221,0.244246,0.173288,0.058,12.414,0.589,0.878,8.059,10.339,10.407,9.998,9.141,2.118,5.441,0.000,1.567,0.203,1.12%,0.346,0.168,0.060,0.058,0.056,0.462,0.050,0.121,0.273,0.067,0.079,0.079,0.128,0.085,0.049,0.276,0.704,0.276,0.314,0.062,0.396,-0.147,0.817,0.177,0.127,0.205,0.034,0.954,0.289,1.445,0.331,0.079,0.072,0.408,0.774,0.980,0.504,0.221,0.378,2.266,2.592,39.971,0.461,1.524,1.274,0.404,13.962,4.875,5.986,0.850,0.522,4.451,-0.090,0.000,0.000,0.000
2011-10-31,Financials,723,0.085436,0.139370,0.077,12.041,1.092,1.189,10.210,11.124,11.248,10.965,11.118,1.379,4.972,0.368,0.814,0.298,2.59%,0.294,0.036,0.052,0.052,0.000,0.596,0.084,0.254,0.285,0.237,0.418,0.116,0.019,0.075,0.053,0.313,0.646,0.312,0.502,0.000,0.203,0.941,0.516,0.018,0.077,0.125,0.218,0.757,0.486,3.723,0.469,0.064,0.055,0.070,56.417,7.770,0.886,0.097,0.884,3.830,5.669,173.457,1.010,2.183,1.953,0.057,2.258,0.032,0.094,0.616,0.384,3.042,-0.012,0.000,0.006,0.248
2011-10-31,Health Care,547,0.093487,0.061336,-0.076,-1.656,0.341,1.054,5.589,-0.682,-0.864,-1.517,-1.552,2.573,3.948,0.000,2.468,0.178,1.82%,0.319,0.270,0.021,0.006,0.000,0.397,0.009,0.031,0.055,0.028,0.064,0.011,0.057,0.053,-0.006,0.029,0.935,0.034,0.111,0.038,0.177,0.755,0.137,0.075,0.961,0.034,0.199,0.205,0.615,0.000,0.028,0.085,0.067,0.082,4.779,0.556,0.390,0.078,0.178,1.538,2.510,79.093,1.744,3.006,2.562,0.658,3.818,10.141,6.695,1.119,0.910,1.798,-0.051,0.092,0.000,0.000
2011-10-31,Industrials,536,0.148915,0.149424,0.340,16.625,0.595,1.141,9.107,13.994,14.239,13.884,13.672,0.745,9.893,0.018,1.487,0.617,1.75%,0.332,0.284,0.094,0.094,0.083,0.287,0.039,0.069,0.105,0.118,0.183,0.058,0.121,0.121,0.088,0.227,0.762,0.230,0.276,0.225,0.397,0.595,0.317,0.139,0.179,0.076,0.121,0.554,0.507,1.218,0.275,0.073,0.062,0.280,2.708,0.941,0.506,0.175,0.358,4.591,6.577,72.730,0.410,1.993,1.532,1.068,5.710,10.122,6.406,2.201,1.621,4.505,-0.029,0.000,0.000,0.000
2011-10-31,Information Technology,670,0.128631,0.121103,-0.005,11.493,0.457,1.188,10.126,11.826,12.515,10.755,10.781,1.550,10.757,0.000,1.844,0.249,1.82%,0.249,0.411,0.084,0.083,0.047,0.500,0.044,0.071,0.119,0.097,0.159,0.057,0.111,0.099,0.086,0.006,0.985,0.006,0.043,0.085,0.248,0.736,0.363,0.218,0.874,0.099,0.256,0.442,0.781,0.026,0.006,0.091,0.065,0.013,4.613,0.542,0.352,0.029,0.148,5.553,7.732,70.803,1.277,2.525,2.141,0.861,4.499,7.863,6.177,1.352,1.193,2.466,-0.048,0.098,0.000,0.000
2011-10-31,Materials,189,0.165535,0.178428,0.230,16.376,0.553,1.027,7.906,11.158,11.353,10.709,10.054,0.860,9.494,0.124,1.581,0.194,1.83%,0.286,0.244,0.126,0.127,0.104,0.272,0.057,0.088,0.133,0.119,0.156,0.077,0.139,0.136,0.115,0.272,0.697,0.275,0.329,0.301,0.343,0.473,0.384,0.148,0.182,0.102,0.089,0.726,0.359,1.591,0.342,0.073,0.062,0.350,1.446,1.006,0.509,0.218,0.408,5.034,6.247,73.765,0.555,2.384,1.576,0.960,5.857,9.521,7.210,2.198,1.399,4.022,-0.024,0.003,0.000,0.000
2011-10-31,Utilities,97,0.052928,0.042175,0.905,18.600,0.902,2.961,8.327,14.979,15.119,15.518,15.518,1.296,6.416,0.629,1.132,1.893,3.96%,0.360,0.090,0.097,0.097,0.068,0.258,0.077,0.169,0.256,0.075,0.087,0.121,0.090,0.097,0.072,0.500,0.494,0.499,0.553,0.180,0.340,0.170,0.599,0.096,0.025,0.175,0.106,0.757,0.168,3.657,0.712,0.064,0.058,0.445,0.988,2.269,0.692,0.334,0.556,2.462,3.042,29.809,0.148,1.062,0.880,0.350,12.475,8.965,9.098,1.190,0.577,10.325,-0.048,0.000,0.000,0.000
2011-11-30,Communication Services,48,-0.019769,0.005367,-0.618,11.062,0.773,1.558,6.518,14.636,14.636,13.346,13.346,0.934,4.206,0.173,1.339,0.341,7.10%,0.330,0.295,0.058,0.058,0.056,0.583,0.035,0.114,0.259,0.087,0.104,0.051,0.144,0.076,0.053,0.554,0.392,0.544,0.589,0.032,0.316,0.327,0.991,0.165,0.098,0.197,0.046,1.177,0.207,2.609,0.878,0.082,0.073,0.587,1.538,1.695,0.637,0.410,0.620,1.667,1.977,19.893,0.663,1.376,1.312,0.547,20.872,7.998,10.277,1.868,0.747,7.853,-0.105,0.000,0.009,0.000
2011-11-30,Consumer Discretionary,561,-0.022453,-0.017115,0.231,12.234,0.649,1.039,7.894,12.683,12.842,12.638,12.518,0.669,6.795,0.000,1.547,0.348,2.09%,0.343,0.424,0.106,0.106,0.088,0.372,0.039,0.072,0.106,0.130,0.198,0.053,0.127,0.125,0.099,0.232,0.739,0.232,0.311,0.267,0.225,0.625,0.439,0.168,0.200,0.077,0.080,0.640,0.556,1.117,0.276,0.082,0.069,0.254,2.469,0.978,0.535,0.190,0.401,3.641,4.968,61.402,0.491,1.806,1.166,1.358,5.110,9.646,13.088,2.647,2.003,5.875,-0.051,0.000,0.013,0.000
2011-11-30,Consumer Staples,161,-0.023496,0.024036,0.653,16.067,0.577,1.471,8.695,14.537,14.662,14.561,14.372,0.752,8.105,0.201,1.719,0.611,2.53%,0.341,0.395,0.118,0.118,0.102,0.346,0.038,0.076,0.109,0.164,0.224,0.058,0.144,0.140,0.114,0.222,0.762,0.222,0.337,0.354,0.276,0.583,0.437,0.173,0.117,0.078,0.130,0.700,0.451,1.482,0.267,0.068,0.055,0.348,2.038,0.848,0.503,0.199,0.382,5.357,7.457,56.608,0.334,1.837,1.088,1.339,5.795,10.797,11.141,2.769,1.814,7.362,-0.038,0.000,0.008,0.000
2011-11-30,Energy,222,0.006334,0.020630,0.102,11.781,0.858,0.953,7.180,12.026,12.246,11.317,10.383,2.153,5.473,0.000,1.494,0.094,1.32%,0.346,0.179,0.078,0.081,0.069,0.453,0.062,0.129,0.268,0.074,0.081,0.103,0.134,0.088,0.062,0.283,0.699,0.278,0.308,0.065,0.397,-0.206,0.777,0.177,0.133,0.207,0.033,1.031,0.290,1.260,0.326,0.080,0.072,0.419,0.759,0.985,0.503,0.221,0.374,2.778,2.862,40.003,0.427,1.520,1.268,0.405,14.837,4.918,6.284,0.877,0.552,4.822,-0.086,0.000,0.000,0.000
