public_date,gicdesc,NFIRM,indret_ew,indret_vw,PEG_1yrforward_Median,CAPEI_Median,bm_Median,PEG_ltgforward_Median,evm_Median,pe_op_basic_Median,pe_op_dil_Median,pe_exi_Median,pe_inc_Median,ps_Median,pcf_Median,dpr_Median,ptb_Median,PEG_trailing_Median,divyield_Median,efftax_Median,GProf_Median,aftret_eq_Median,aftret_equity_Median,aftret_invcapx_Median,gpm_Median,npm_Median,opmad_Median,opmbd_Median,pretret_earnat_Median,pretret_noa_Median,ptpm_Median,roa_Median,roce_Median,roe_Median,capital_ratio_Median,equity_invcap_Median,debt_invcap_Median,totdebt_invcap_Median,invt_act_Median,rect_act_Median,fcf_ocf_Median,ocf_lct_Median,cash_debt_Median,cash_lt_Median,cfm_Median,short_debt_Median,profit_lct_Median,curr_debt_Median,debt_ebitda_Median,dltt_be_Median,int_debt_Median,int_totdebt_Median,lt_debt_Median,lt_ppent_Median,de_ratio_Median,debt_assets_Median,debt_at_Median,debt_capital_Median,intcov_Median,intcov_ratio_Median,cash_conversion_Median,cash_ratio_Median,curr_ratio_Median,quick_ratio_Median,at_turn_Median,inv_turn_Median,pay_turn_Median,rect_turn_Median,sale_equity_Median,sale_invcap_Median,sale_nwc_Median,accrual_Median,rd_sale_Median,adv_sale_Median,staff_sale_Median
2016-06-30,Utilities,90,0.076321,0.077004,0.686,26.419,0.756,4.317,10.009,21.408,21.408,22.191,22.249,2.398,8.505,0.655,1.445,3.298,3.04%,0.341,0.084,0.087,0.087,0.057,0.313,0.089,0.193,0.312,0.065,0.073,0.136,0.084,0.085,0.060,0.491,0.499,0.487,0.551,0.182,0.325,-0.004,0.672,0.102,0.012,0.211,0.104,0.821,0.142,3.979,0.663,0.054,0.048,0.438,0.931,2.283,0.688,0.333,0.543,2.664,3.405,30.508,0.082,0.868,0.690,0.257,10.395,7.875,8.953,0.849,0.434,7.055,-0.047,0.000,0.000,0.000
2016-07-31,Communication Services,39,0.009673,0.024805,-0.465,11.629,0.457,0.529,7.583,9.978,10.951,1.986,1.986,1.567,6.153,0.130,2.297,0.041,4.08%,0.387,0.261,-0.001,0.001,0.038,0.556,0.009,0.112,0.256,0.064,0.082,0.017,0.117,0.061,0.005,0.547,0.452,0.545,0.573,0.019,0.315,0.225,0.738,0.118,0.127,0.194,0.028,0.998,0.175,2.741,0.900,0.066,0.065,0.588,1.742,1.589,0.701,0.420,0.578,1.171,1.248,24.088,0.608,1.314,1.245,0.489,19.210,6.471,9.249,1.301,0.663,3.040,-0.079,0.000,0.010,0.000
2016-07-31,Consumer Discretionary,522,0.066465,0.049677,0.704,15.664,0.481,1.624,10.098,16.321,16.419,16.496,16.192,0.857,8.885,0.092,1.954,0.769,2.06%,0.345,0.381,0.100,0.100,0.084,0.350,0.040,0.078,0.113,0.133,0.193,0.059,0.123,0.119,0.100,0.347,0.643,0.344,0.400,0.233,0.207,0.587,0.477,0.144,0.142,0.077,0.045,0.629,0.435,1.827,0.435,0.056,0.050,0.375,2.734,1.074,0.574,0.263,0.454,3.834,5.243,65.877,0.420,1.688,1.069,1.199,5.506,10.067,16.905,2.750,1.808,6.156,-0.054,0.000,0.016,0.000
2016-07-31,Consumer Staples,140,0.061038,-0.006000,1.483,24.573,0.360,2.667,12.295,22.787,23.076,23.646,21.895,1.113,14.092,0.246,2.757,1.039,1.89%,0.343,0.433,0.130,0.133,0.079,0.358,0.038,0.080,0.118,0.174,0.233,0.055,0.140,0.141,0.121,0.349,0.634,0.346,0.423,0.362,0.265,0.695,0.501,0.162,0.101,0.074,0.107,0.729,0.425,1.915,0.439,0.050,0.042,0.411,2.622,1.228,0.572,0.282,0.474,5.327,6.956,54.513,0.329,1.809,1.036,1.321,5.949,9.502,11.515,3.126,1.863,6.763,-0.053,0.000,0.008,0.000
2016-07-31,Energy,184,-0.006577,-0.021342,-0.096,1.459,0.939,-0.301,5.366,-2.346,-2.346,-2.561,-2.325,1.374,5.384,0.263,1.212,-0.003,2.63%,0.318,0.074,-0.154,-0.151,-0.092,0.131,-0.296,-0.276,0.027,-0.082,-0.095,-0.398,0.019,-0.100,-0.184,0.374,0.588,0.367,0.416,0.073,0.328,-0.247,0.601,0.140,0.107,-0.022,0.022,0.103,0.225,0.062,0.523,0.067,0.062,0.561,0.782,1.074,0.528,0.315,0.452,-3.998,-3.600,45.962,0.456,1.511,1.297,0.268,14.029,9.496,5.854,0.644,0.342,4.167,-0.152,0.000,0.000,0.000
2016-07-31,Financials,661,0.043977,0.042063,0.701,18.688,0.871,1.545,10.577,15.040,15.202,15.519,15.536,2.664,9.870,0.308,1.213,1.064,2.24%,0.315,0.040,0.083,0.083,0.000,0.819,0.161,0.382,0.426,0.218,0.476,0.238,0.023,0.102,0.084,0.253,0.720,0.255,0.451,0.000,0.207,0.911,0.541,0.014,0.062,0.207,0.275,0.654,0.524,3.319,0.335,0.051,0.045,0.057,57.541,7.113,0.877,0.084,0.875,3.916,6.165,191.521,1.000,2.264,2.140,0.050,1.314,0.010,0.078,0.474,0.333,3.813,-0.005,0.000,0.008,0.314
2016-07-31,Health Care,680,0.064033,0.056180,-0.250,-2.996,0.331,1.517,-3.422,-4.721,-4.962,-5.057,-4.956,4.576,-1.984,0.000,3.243,-0.020,1.60%,0.292,0.097,-0.312,-0.340,-0.167,0.350,-0.303,-0.266,-0.199,-0.303,-0.360,-0.306,-0.232,-0.270,-0.331,0.087,0.850,0.095,0.138,0.006,0.079,0.753,-1.216,-0.404,1.216,-0.254,0.098,-1.379,0.532,0.000,0.088,0.086,0.070,0.203,7.412,0.462,0.363,0.102,0.211,-5.333,-4.943,92.084,2.805,3.827,3.536,0.469,3.052,8.251,6.354,0.894,0.652,1.125,-0.058,0.101,0.000,0.000
2016-07-31,Industrials,476,0.071805,0.036531,0.058,20.238,0.530,1.705,9.360,16.281,16.427,16.657,16.351,0.902,9.813,0.172,2.023,0.628,1.67%,0.340,0.277,0.093,0.092,0.066,0.295,0.034,0.076,0.115,0.129,0.194,0.050,0.121,0.121,0.087,0.334,0.655,0.333,0.388,0.267,0.386,0.695,0.454,0.151,0.112,0.068,0.069,0.565,0.412,1.846,0.452,0.051,0.045,0.389,3.502,1.228,0.563,0.256,0.446,4.559,6.828,78.188,0.322,1.964,1.394,0.986,5.058,9.450,6.510,2.397,1.463,5.002,-0.054,0.000,0.000,0.000
2016-07-31,Information Technology,613,0.073858,0.076522,-0.082,11.276,0.388,1.450,11.160,13.607,13.867,8.667,6.112,1.799,11.655,0.000,2.622,0.096,1.96%,0.277,0.375,0.017,0.011,0.001,0.510,0.004,0.033,0.078,0.049,0.083,0.009,0.075,0.047,0.011,0.092,0.892,0.092,0.152,0.031,0.254,0.745,0.266,0.127,0.620,0.051,0.107,0.278,0.667,0.162,0.102,0.057,0.049,0.136,6.186,0.695,0.436,0.098,0.242,1.608,3.853,63.871,1.066,2.192,1.961,0.761,4.673,7.736,6.045,1.421,1.102,2.526,-0.076,0.116,0.001,0.000
2016-07-31,Materials,158,0.088727,0.054235,-0.022,17.569,0.572,1.930,8.892,16.097,16.172,15.174,15.568,1.091,8.892,0.306,2.132,0.745,1.75%,0.302,0.201,0.071,0.061,0.059,0.256,0.027,0.084,0.134,0.105,0.133,0.044,0.119,0.112,0.063,0.409,0.569,0.407,0.438,0.347,0.332,0.513,0.575,0.148,0.104,0.085,0.038,0.684,0.261,2.393,0.662,0.053,0.047,0.493,1.756,1.337,0.585,0.315,0.494,2.633,4.263,77.261,0.382,2.365,1.457,0.818,5.165,8.528,7.382,1.945,1.181,4.219,-0.066,0.003,0.000,0.000
2016-07-31,Utilities,89,-0.007337,-0.008379,0.650,26.786,0.755,4.179,10.098,20.913,20.972,22.191,22.191,2.444,8.441,0.649,1.452,3.318,3.07%,0.340,0.083,0.087,0.086,0.057,0.313,0.089,0.191,0.313,0.065,0.073,0.138,0.083,0.083,0.062,0.494,0.498,0.488,0.549,0.177,0.324,-0.002,0.676,0.101,0.012,0.211,0.099,0.845,0.139,4.022,0.664,0.055,0.049,0.439,0.939,2.274,0.688,0.334,0.542,2.668,3.405,30.289,0.086,0.879,0.716,0.255,10.612,7.929,8.953,0.849,0.431,6.896,-0.047,0.000,0.000,0.000
2016-08-31,Communication Services,38,-0.035783,-0.050076,-0.460,10.510,0.446,0.495,7.162,14.518,13.844,4.512,4.512,1.587,4.950,0.156,2.241,0.034,4.32%,0.387,0.257,0.009,0.013,0.038,0.562,0.013,0.110,0.262,0.066,0.084,0.029,0.114,0.060,0.013,0.540,0.459,0.539,0.589,0.029,0.351,0.146,0.743,0.117,0.118,0.203,0.026,1.062,0.172,2.783,0.929,0.066,0.065,0.600,1.755,1.705,0.699,0.429,0.564,1.162,1.216,27.086,0.601,1.286,1.243,0.480,18.339,6.534,9.084,1.389,0.652,3.371,-0.087,0.000,0.010,0.000
2016-08-31,Consumer Discretionary,519,0.010251,-0.008891,0.584,16.511,0.491,1.582,9.887,16.262,16.385,15.990,16.012,0.852,8.918,0.070,1.916,0.771,2.06%,0.344,0.384,0.098,0.097,0.083,0.348,0.039,0.079,0.114,0.133,0.197,0.058,0.124,0.119,0.100,0.356,0.629,0.352,0.411,0.239,0.212,0.587,0.492,0.144,0.132,0.077,0.044,0.643,0.441,1.819,0.426,0.056,0.050,0.371,2.737,1.115,0.581,0.264,0.464,3.799,5.174,64.426,0.403,1.629,1.047,1.191,5.523,9.917,17.553,2.801,1.826,6.247,-0.055,0.000,0.016,0.000
2016-08-31,Consumer Staples,140,0.009326,-0.003975,1.282,22.791,0.344,2.616,12.786,22.577,22.763,23.651,23.174,1.153,14.342,0.293,2.824,1.761,2.04%,0.341,0.414,0.121,0.121,0.082,0.359,0.037,0.082,0.119,0.172,0.228,0.056,0.135,0.140,0.116,0.362,0.625,0.358,0.427,0.362,0.268,0.684,0.502,0.161,0.098,0.070,0.100,0.731,0.420,1.936,0.476,0.051,0.042,0.422,2.909,1.194,0.569,0.280,0.482,5.373,7.443,56.382,0.329,1.841,1.016,1.284,5.862,9.351,11.647,3.112,1.866,6.629,-0.051,0.000,0.008,0.000
2016-08-31,Energy,185,0.070500,0.022066,-0.090,-0.342,0.845,-0.307,3.803,-4.032,-4.028,-3.560,-2.655,1.494,6.218,0.275,1.298,-0.005,2.45%,0.313,0.068,-0.166,-0.162,-0.114,0.131,-0.377,-0.299,0.026,-0.103,-0.116,-0.460,0.015,-0.114,-0.199,0.401,0.574,0.381,0.430,0.072,0.313,-0.200,0.541,0.144,0.100,-0.037,0.030,0.072,0.230,0.000,0.541,0.070,0.062,0.574,0.830,0.986,0.529,0.329,0.457,-4.317,-3.771,49.920,0.464,1.565,1.292,0.265,13.709,9.068,5.877,0.605,0.350,3.175,-0.160,0.000,0.000,0.000
2016-08-31,Financials,657,0.046894,0.058087,0.649,19.265,0.875,1.636,10.685,15.500,15.576,15.848,15.789,2.715,10.084,0.308,1.239,1.077,2.18%,0.315,0.040,0.084,0.083,0.000,0.818,0.161,0.382,0.426,0.210,0.464,0.234,0.023,0.101,0.084,0.257,0.722,0.252,0.461,0.000,0.235,0.911,0.521,0.015,0.059,0.210,0.274,0.647,0.519,3.269,0.346,0.052,0.044,0.058,57.788,7.143,0.877,0.086,0.875,3.954,6.013,189.332,0.921,2.288,2.144,0.049,1.396,0.010,0.077,0.468,0.331,3.136,-0.005,0.000,0.008,0.314
2016-08-31,Health Care,682,0.004746,-0.030020,-0.227,-3.106,0.314,1.424,-2.920,-4.450,-4.450,-4.554,-4.489,4.867,-2.012,0.000,3.272,-0.036,1.58%,0.292,0.097,-0.311,-0.327,-0.161,0.349,-0.312,-0.258,-0.206,-0.322,-0.369,-0.314,-0.244,-0.289,-0.344,0.092,0.848,0.103,0.157,0.005,0.084,0.744,-1.086,-0.416,1.169,-0.232,0.093,-1.393,0.509,0.000,0.090,0.086,0.070,0.211,7.088,0.486,0.383,0.117,0.221,-5.569,-5.768,93.274,2.659,3.642,3.297,0.469,3.100,8.456,6.341,0.908,0.633,1.170,-0.060,0.109,0.000,0.000
2016-08-31,Industrials,477,0.027782,0.009845,-0.003,20.558,0.519,1.846,9.188,16.910,17.157,16.538,16.554,0.928,9.442,0.172,2.029,0.671,1.62%,0.340,0.277,0.089,0.088,0.068,0.296,0.034,0.077,0.117,0.126,0.191,0.050,0.123,0.119,0.083,0.339,0.651,0.338,0.398,0.267,0.396,0.708,0.459,0.150,0.117,0.068,0.063,0.574,0.413,1.821,0.457,0.051,0.045,0.386,3.492,1.228,0.570,0.261,0.454,4.128,6.294,78.057,0.319,1.956,1.395,0.977,5.067,9.429,6.489,2.390,1.471,5.042,-0.059,0.000,0.000,0.000
2016-08-31,Information Technology,611,0.028048,0.021764,-0.084,10.559,0.395,1.462,10.898,13.617,13.914,7.873,6.275,1.870,12.316,0.000,2.710,0.129,1.94%,0.274,0.382,0.018,0.014,0.000,0.513,0.007,0.038,0.082,0.051,0.091,0.011,0.077,0.052,0.016,0.100,0.884,0.100,0.153,0.029,0.256,0.742,0.287,0.129,0.612,0.054,0.106,0.287,0.659,0.267,0.104,0.058,0.050,0.137,6.098,0.714,0.436,0.099,0.255,1.629,3.654,65.148,1.054,2.192,1.865,0.767,4.686,7.395,6.065,1.432,1.126,2.596,-0.077,0.117,0.001,0.000
2016-08-31,Materials,158,0.010844,-0.001209,-0.015,17.918,0.515,1.796,8.738,16.513,16.676,16.841,16.841,1.112,8.705,0.305,2.159,0.769,1.71%,0.303,0.199,0.064,0.055,0.058,0.262,0.035,0.086,0.138,0.108,0.133,0.050,0.116,0.111,0.056,0.419,0.562,0.417,0.456,0.347,0.329,0.525,0.606,0.148,0.097,0.087,0.038,0.702,0.266,2.335,0.695,0.053,0.049,0.502,1.718,1.339,0.587,0.302,0.497,2.515,4.216,80.527,0.369,2.376,1.387,0.804,5.084,8.410,7.454,1.964,1.155,4.240,-0.070,0.004,0.000,0.000
2016-08-31,Utilities,89,-0.044952,-0.054238,1.489,24.577,0.697,3.781,10.439,20.333,20.333,21.136,21.074,2.280,8.156,0.651,1.350,2.222,3.26%,0.340,0.083,0.086,0.086,0.057,0.326,0.091,0.192,0.326,0.066,0.074,0.138,0.083,0.085,0.060,0.492,0.500,0.489,0.555,0.177,0.341,-0.006,0.681,0.101,0.012,0.214,0.104,0.818,0.140,4.007,0.671,0.055,0.049,0.439,0.944,2.257,0.687,0.336,0.545,2.666,3.185,30.169,0.084,0.835,0.683,0.252,10.409,7.581,8.939,0.832,0.423,7.221,-0.046,0.000,0.000,0.000
2016-09-30,Communication Services,38,-0.002238,-0.004308,-0.459,11.227,0.446,0.196,7.344,14.370,13.751,4.507,4.507,1.608,4.832,0.156,2.310,0.037,4.35%,0.380,0.257,0.009,0.013,0.038,0.565,0.015,0.110,0.262,0.066,0.084,0.029,0.114,0.060,0.013,0.540,0.459,0.539,0.589,0.029,0.351,0.146,0.743,0.121,0.118,0.203,0.024,1.062,0.172,2.783,0.929,0.066,0.065,0.600,1.748,1.705,0.699,0.429,0.564,1.159,1.206,27.086,0.601,1.286,1.243,0.480,18.339,6.395,9.084,1.389,0.652,3.371,-0.085,0.000,0.009,0.000
2016-09-30,Consumer Discretionary,513,-0.000119,-0.000260,0.552,15.955,0.510,1.558,9.891,15.872,16.046,15.781,15.689,0.856,8.546,0.057,1.940,0.856,2.10%,0.344,0.380,0.097,0.097,0.082,0.348,0.040,0.077,0.113,0.132,0.193,0.058,0.123,0.116,0.100,0.349,0.637,0.347,0.402,0.238,0.213,0.594,0.507,0.143,0.132,0.077,0.042,0.636,0.441,1.813,0.424,0.056,0.050,0.371,2.708,1.087,0.574,0.264,0.456,3.895,5.122,64.625,0.403,1.617,1.051,1.206,5.497,9.893,17.107,2.767,1.824,6.323,-0.056,0.000,0.016,0.000
2016-09-30,Consumer Staples,141,-0.016324,-0.014436,0.742,23.037,0.334,2.351,12.672,21.416,21.565,21.879,21.256,1.200,13.643,0.286,2.696,1.648,2.09%,0.342,0.408,0.120,0.120,0.083,0.350,0.037,0.082,0.122,0.174,0.229,0.056,0.136,0.141,0.117,0.366,0.622,0.359,0.436,0.362,0.265,0.685,0.512,0.162,0.101,0.072,0.097,0.734,0.422,1.938,0.476,0.052,0.042,0.426,2.990,1.179,0.571,0.285,0.491,5.344,7.261,55.798,0.323,1.848,1.014,1.290,5.725,9.379,11.774,3.112,1.822,7.185,-0.052,0.000,0.008,0.000
2016-09-30,Energy,183,0.050578,0.036318,-0.095,-0.512,0.841,-0.371,4.301,-4.481,-4.371,-3.678,-2.958,1.505,6.872,0.281,1.296,-0.005,2.24%,0.310,0.068,-0.167,-0.163,-0.114,0.145,-0.357,-0.276,0.032,-0.098,-0.111,-0.460,0.017,-0.107,-0.199,0.390,0.580,0.380,0.427,0.073,0.306,-0.192,0.548,0.144,0.101,-0.036,0.029,0.104,0.230,0.000,0.541,0.069,0.062,0.573,0.804,0.976,0.527,0.328,0.452,-4.486,-4.005,49.920,0.467,1.565,1.292,0.266,13.481,9.124,5.932,0.605,0.359,3.627,-0.155,0.000,0.000,0.000
2016-09-30,Financials,624,0.004564,-0.023808,0.641,19.259,0.883,1.658,10.563,15.495,15.573,15.843,15.843,2.794,10.156,0.313,1.239,1.095,2.18%,0.315,0.040,0.085,0.084,0.000,0.826,0.165,0.386,0.428,0.249,0.482,0.236,0.023,0.102,0.085,0.254,0.726,0.252,0.457,0.000,0.218,0.911,0.444,0.014,0.058,0.212,0.285,0.647,0.530,3.244,0.345,0.052,0.044,0.056,60.011,7.352,0.880,0.084,0.879,4.288,6.430,193.790,1.289,2.348,2.288,0.048,1.396,0.010,0.075,0.468,0.331,3.068,-0.005,0.000,0.009,0.319
2016-09-30,Health Care,681,0.072954,0.005273,-0.219,-3.255,0.312,1.459,-2.860,-4.792,-4.813,-4.945,-4.799,5.204,-2.013,0.000,3.340,-0.035,1.51%,0.292,0.097,-0.311,-0.327,-0.160,0.351,-0.308,-0.255,-0.189,-0.322,-0.367,-0.311,-0.246,-0.279,-0.342,0.089,0.850,0.094,0.148,0.005,0.081,0.743,-1.099,-0.416,1.171,-0.230,0.093,-1.438,0.512,0.000,0.090,0.086,0.069,0.210,7.068,0.477,0.376,0.113,0.218,-5.388,-5.768,95.630,2.679,3.657,3.297,0.470,3.097,8.251,6.352,0.910,0.630,1.177,-0.059,0.100,0.000,0.000
2016-09-30,Industrials,478,0.009441,-0.001335,-0.002,20.161,0.518,1.846,9.115,17.153,17.414,16.805,16.827,0.923,9.367,0.172,2.020,0.688,1.64%,0.338,0.276,0.089,0.089,0.068,0.296,0.035,0.077,0.117,0.126,0.192,0.052,0.123,0.119,0.083,0.340,0.650,0.338,0.399,0.263,0.396,0.710,0.466,0.151,0.117,0.069,0.063,0.576,0.413,1.789,0.453,0.051,0.045,0.383,3.516,1.226,0.568,0.262,0.454,4.140,6.294,78.374,0.318,1.947,1.393,0.977,5.112,9.605,6.467,2.386,1.465,5.058,-0.059,0.000,0.000,0.000
2016-09-30,Information Technology,608,0.022859,0.025349,-0.087,10.089,0.388,1.461,10.892,14.316,14.408,6.317,5.816,1.885,12.649,0.000,2.770,0.126,1.90%,0.272,0.382,0.018,0.016,0.000,0.513,0.007,0.035,0.081,0.048,0.090,0.010,0.076,0.049,0.017,0.096,0.884,0.099,0.150,0.029,0.257,0.740,0.283,0.124,0.606,0.054,0.102,0.278,0.661,0.230,0.097,0.059,0.050,0.130,6.098,0.715,0.442,0.099,0.255,1.409,3.361,65.148,1.050,2.143,1.848,0.770,4.684,7.407,6.063,1.451,1.128,2.587,-0.077,0.116,0.001,0.000
2016-09-30,Materials,157,0.009291,-0.006214,-0.010,18.783,0.510,1.787,8.754,16.846,17.193,17.401,17.593,1.125,8.654,0.299,2.157,0.821,1.71%,0.303,0.200,0.066,0.066,0.059,0.261,0.035,0.086,0.137,0.109,0.137,0.050,0.116,0.110,0.063,0.418,0.568,0.417,0.456,0.349,0.329,0.531,0.618,0.148,0.102,0.087,0.038,0.708,0.266,2.338,0.701,0.054,0.049,0.502,1.701,1.332,0.591,0.312,0.499,2.540,4.195,82.719,0.349,2.379,1.386,0.817,5.069,8.439,7.474,1.952,1.159,4.237,-0.069,0.004,0.000,0.000
2016-09-30,Real Estate,30,0.024571,-0.018934,0.025,24.127,0.625,0.859,15.650,15.360,15.360,16.714,16.714,2.465,11.460,0.000,1.702,0.225,1.38%,0.344,0.091,0.047,0.032,0.055,0.374,0.081,0.151,0.235,0.190,0.222,0.125,0.060,0.052,0.040,0.311,0.560,0.304,0.494,0.000,0.370,0.623,0.731,0.107,0.125,0.181,0.108,0.586,0.402,5.192,0.416,0.053,0.051,0.602,1.267,0.970,0.551,0.417,0.494,2.098,1.679,141.137,0.323,1.553,1.401,0.194,2.154,10.570,7.177,0.546,0.233,4.075,-0.019,0.000,0.000,0.000
2016-09-30,Utilities,88,0.013179,0.005948,1.652,25.125,0.700,3.902,10.473,20.559,20.594,21.186,21.109,2.293,8.390,0.648,1.347,2.277,3.18%,0.338,0.083,0.086,0.086,0.057,0.322,0.090,0.191,0.322,0.066,0.074,0.137,0.083,0.085,0.059,0.493,0.496,0.489,0.555,0.170,0.340,-0.013,0.680,0.101,0.012,0.214,0.104,0.820,0.140,4.009,0.675,0.055,0.049,0.443,0.945,2.261,0.688,0.336,0.543,2.656,3.175,30.140,0.086,0.838,0.687,0.252,10.511,7.592,9.015,0.832,0.422,7.221,-0.046,0.000,0.000,0.000
2016-10-31,Communication Services,38,-0.030746,-0.050484,-0.630,10.814,0.446,-0.527,7.344,13.625,12.725,5.022,5.022,1.570,4.658,0.156,1.878,0.037,4.25%,0.380,0.257,0.009,0.013,0.038,0.565,0.015,0.110,0.262,0.066,0.084,0.029,0.114,0.060,0.013,0.540,0.459,0.539,0.589,0.029,0.351,0.146,0.743,0.121,0.118,0.203,0.024,1.062,0.172,2.783,0.929,0.066,0.065,0.600,1.748,1.705,0.699,0.429,0.564,1.159,1.206,27.086,0.601,1.286,1.243,0.480,18.339,6.395,9.084,1.389,0.652,3.371,-0.085,0.000,0.009,0.000
2016-10-31,Consumer Discretionary,512,-0.043224,-0.025452,0.503,15.060,0.520,1.534,9.858,15.662,15.743,15.273,15.231,0.817,8.275,0.063,1.822,0.758,2.13%,0.344,0.374,0.100,0.099,0.083,0.349,0.040,0.079,0.114,0.133,0.193,0.058,0.123,0.116,0.100,0.354,0.631,0.350,0.404,0.239,0.213,0.592,0.502,0.143,0.131,0.077,0.042,0.638,0.439,1.816,0.424,0.056,0.050,0.380,2.715,1.088,0.576,0.264,0.459,3.893,5.089,64.628,0.402,1.618,1.046,1.192,5.445,9.905,17.107,2.751,1.807,6.361,-0.055,0.000,0.016,0.000
2016-10-31,Consumer Staples,140,-0.022249,-0.006714,0.704,22.367,0.338,2.398,12.931,20.784,20.842,21.266,21.266,1.195,13.552,0.276,2.620,1.533,2.15%,0.343,0.407,0.122,0.122,0.083,0.349,0.037,0.086,0.122,0.174,0.228,0.056,0.137,0.142,0.118,0.379,0.616,0.374,0.443,0.361,0.256,0.684,0.512,0.162,0.102,0.073,0.094,0.731,0.405,1.991,0.497,0.051,0.042,0.428,3.023,1.216,0.574,0.286,0.500,5.317,7.313,56.384,0.322,1.841,1.013,1.281,5.685,9.351,11.663,3.075,1.781,7.185,-0.049,0.000,0.008,0.000
2016-10-31,Energy,183,-0.077784,-0.038333,-0.070,-0.476,0.837,-0.326,4.301,-4.220,-4.136,-3.399,-2.761,1.673,6.071,0.286,1.209,-0.005,2.45%,0.307,0.068,-0.167,-0.163,-0.114,0.145,-0.357,-0.276,0.032,-0.098,-0.111,-0.460,0.017,-0.107,-0.202,0.394,0.574,0.381,0.424,0.073,0.306,-0.188,0.548,0.144,0.102,-0.036,0.028,0.104,0.227,0.000,0.541,0.069,0.062,0.574,0.814,0.986,0.527,0.328,0.454,-4.486,-4.005,49.920,0.470,1.565,1.292,0.267,13.481,9.207,5.954,0.619,0.363,3.644,-0.155,0.000,0.000,0.000
2016-10-31,Financials,623,-0.004775,0.017499,0.608,19.258,0.881,1.677,10.549,15.509,15.628,15.872,15.872,2.778,10.121,0.313,1.242,1.090,2.18%,0.315,0.040,0.085,0.084,0.000,0.826,0.166,0.387,0.428,0.249,0.482,0.237,0.023,0.102,0.085,0.252,0.727,0.250,0.457,0.000,0.218,0.911,0.444,0.014,0.058,0.212,0.287,0.647,0.530,3.223,0.341,0.052,0.044,0.056,59.979,7.350,0.880,0.084,0.879,4.288,6.430,195.997,1.289,2.334,2.288,0.048,1.402,0.010,0.075,0.468,0.331,3.068,-0.005,0.000,0.009,0.318
2016-10-31,Health Care,682,-0.131149,-0.073059,-0.202,-2.733,0.312,1.340,-2.825,-4.133,-4.136,-4.214,-4.203,4.533,-1.624,0.000,2.985,-0.022,1.58%,0.292,0.096,-0.313,-0.334,-0.165,0.345,-0.310,-0.257,-0.197,-0.325,-0.369,-0.313,-0.249,-0.283,-0.344,0.083,0.851,0.093,0.147,0.005,0.080,0.744,-1.104,-0.431,1.177,-0.233,0.095,-1.443,0.514,0.000,0.089,0.086,0.069,0.204,7.068,0.477,0.376,0.111,0.216,-5.569,-6.062,96.010,2.692,3.666,3.292,0.471,3.097,8.192,6.341,0.909,0.635,1.187,-0.060,0.099,0.000,0.000
2016-10-31,Industrials,477,-0.049869,-0.020067,-0.016,19.617,0.517,1.801,9.123,16.349,16.610,16.477,16.585,0.876,8.823,0.174,1.884,0.636,1.65%,0.338,0.276,0.090,0.090,0.068,0.295,0.035,0.077,0.117,0.126,0.191,0.052,0.123,0.119,0.083,0.334,0.652,0.334,0.402,0.263,0.396,0.711,0.473,0.150,0.116,0.069,0.062,0.579,0.413,1.785,0.453,0.051,0.045,0.382,3.482,1.218,0.568,0.262,0.452,4.154,6.352,78.499,0.319,1.949,1.392,0.977,5.091,9.626,6.469,2.390,1.471,5.128,-0.058,0.000,0.000,0.000
2016-10-31,Information Technology,606,-0.045362,-0.006560,-0.073,9.935,0.388,1.343,10.898,13.862,14.036,6.617,6.422,1.884,12.532,0.000,2.595,0.112,1.98%,0.272,0.383,0.018,0.017,0.003,0.513,0.007,0.036,0.081,0.049,0.090,0.011,0.076,0.050,0.017,0.091,0.884,0.098,0.149,0.027,0.257,0.740,0.283,0.125,0.609,0.054,0.102,0.279,0.666,0.224,0.097,0.059,0.050,0.127,6.101,0.715,0.439,0.099,0.253,1.621,3.392,65.085,1.054,2.150,1.846,0.770,4.686,7.357,6.068,1.450,1.128,2.572,-0.076,0.116,0.001,0.000
2016-10-31,Materials,157,-0.046440,-0.022738,-0.002,16.795,0.504,1.784,8.754,15.435,15.804,15.672,16.152,1.082,8.061,0.291,2.132,0.767,1.87%,0.307,0.200,0.066,0.057,0.057,0.262,0.035,0.086,0.139,0.110,0.141,0.050,0.117,0.111,0.056,0.417,0.568,0.416,0.456,0.350,0.331,0.525,0.616,0.149,0.102,0.090,0.040,0.708,0.266,2.321,0.683,0.054,0.049,0.496,1.701,1.312,0.591,0.312,0.494,2.449,4.195,82.719,0.349,2.371,1.356,0.817,5.069,8.439,7.474,1.952,1.159,4.242,-0.069,0.004,0.000,0.000
2016-10-31,Real Estate,30,-0.016554,-0.073529,0.024,22.080,0.625,0.826,15.650,13.278,13.347,13.543,13.543,2.002,11.373,0.000,1.602,0.228,1.48%,0.344,0.091,0.047,0.032,0.055,0.374,0.081,0.150,0.235,0.190,0.222,0.125,0.054,0.052,0.040,0.311,0.560,0.304,0.504,0.000,0.370,0.623,0.731,0.107,0.130,0.181,0.108,0.586,0.402,5.192,0.416,0.053,0.051,0.602,1.267,0.970,0.558,0.417,0.511,2.098,1.679,104.346,0.323,1.553,1.401,0.194,2.154,10.570,7.177,0.546,0.233,4.075,-0.019,0.000,0.000,0.000
