public_date,gicdesc,NFIRM,indret_ew,indret_vw,dpr_Median,PEG_trailing_Median,bm_Median,CAPEI_Median,divyield_Median,evm_Median,pcf_Median,pe_exi_Median,pe_inc_Median,pe_op_basic_Median,pe_op_dil_Median,ps_Median,ptb_Median,efftax_Median,GProf_Median,aftret_eq_Median,aftret_equity_Median,aftret_invcapx_Median,gpm_Median,npm_Median,opmad_Median,opmbd_Median,pretret_earnat_Median,pretret_noa_Median,ptpm_Median,roa_Median,roce_Median,roe_Median,capital_ratio_Median,equity_invcap_Median,debt_invcap_Median,totdebt_invcap_Median,invt_act_Median,rect_act_Median,fcf_ocf_Median,ocf_lct_Median,cash_debt_Median,cash_lt_Median,cfm_Median,short_debt_Median,profit_lct_Median,curr_debt_Median,debt_ebitda_Median,dltt_be_Median,int_debt_Median,int_totdebt_Median,lt_debt_Median,lt_ppent_Median,de_ratio_Median,debt_assets_Median,debt_at_Median,debt_capital_Median,intcov_Median,intcov_ratio_Median,cash_conversion_Median,cash_ratio_Median,curr_ratio_Median,quick_ratio_Median,at_turn_Median,inv_turn_Median,pay_turn_Median,rect_turn_Median,sale_equity_Median,sale_invcap_Median,sale_nwc_Median,accrual_Median,rd_sale_Median,adv_sale_Median,staff_sale_Median
2018-11-30,Information Technology,513,0.010928,-0.014108,0.000,0.352,0.286,14.104,1.63%,12.203,13.539,4.854,3.350,10.127,10.209,2.229,2.963,0.305,0.371,0.027,0.022,0.004,0.525,0.004,0.034,0.083,0.056,0.098,0.013,0.074,0.058,0.013,0.161,0.810,0.169,0.229,0.047,0.269,0.766,0.244,0.125,0.514,0.047,0.084,0.240,0.624,0.543,0.177,0.062,0.052,0.211,7.328,0.855,0.501,0.144,0.303,1.860,2.983,73.169,0.896,1.991,1.703,0.758,4.397,7.624,5.619,1.525,1.173,2.720,-0.074,0.124,0.001,0.000
2018-11-30,Materials,142,0.001797,0.035700,0.182,0.240,0.489,17.678,2.08%,9.679,8.649,9.066,9.291,13.456,13.627,1.024,1.802,0.190,0.207,0.111,0.117,0.090,0.284,0.048,0.093,0.147,0.121,0.157,0.065,0.129,0.118,0.115,0.396,0.575,0.392,0.421,0.348,0.358,0.515,0.516,0.130,0.089,0.104,0.031,0.774,0.274,2.177,0.607,0.052,0.051,0.496,1.543,1.278,0.577,0.308,0.485,3.804,5.098,77.999,0.326,2.274,1.321,0.787,5.020,7.704,7.137,2.251,1.105,4.694,-0.028,0.003,0.000,0.000
2018-11-30,Real Estate,35,0.003359,0.046827,0.086,0.256,0.605,19.347,2.17%,14.753,11.881,12.260,11.275,13.418,13.510,3.237,1.465,0.108,0.056,0.075,0.075,0.068,0.301,0.091,0.103,0.173,0.120,0.050,0.120,0.043,0.033,0.080,0.296,0.678,0.291,0.332,0.000,0.210,0.764,0.341,0.111,0.180,0.233,0.040,0.222,0.573,4.916,0.401,0.056,0.051,0.520,1.293,1.090,0.548,0.259,0.440,2.141,1.811,90.033,0.729,1.506,1.506,0.208,2.162,9.484,5.894,0.407,0.265,3.776,-0.012,0.000,0.000,0.000
2018-11-30,Utilities,74,0.050416,0.039892,0.607,1.733,0.613,26.882,2.92%,11.863,9.134,20.865,20.495,20.437,20.496,2.607,1.758,0.260,0.080,0.103,0.103,0.067,0.324,0.108,0.191,0.321,0.062,0.073,0.131,0.081,0.078,0.078,0.496,0.493,0.491,0.558,0.175,0.395,-0.081,0.627,0.096,0.009,0.246,0.117,0.773,0.158,4.250,0.781,0.051,0.044,0.445,0.924,2.283,0.693,0.351,0.556,2.986,3.173,23.766,0.064,0.665,0.579,0.244,12.546,7.660,8.543,0.818,0.413,13.417,-0.040,0.000,0.000,0.000
2018-12-31,Communication Services,145,-0.115138,-0.077277,0.000,0.092,0.520,7.023,3.11%,8.839,5.723,5.210,5.210,9.520,9.539,1.241,1.492,0.047,0.270,0.092,0.087,0.062,0.541,0.048,0.079,0.162,0.096,0.144,0.036,0.094,0.072,0.077,0.354,0.570,0.316,0.401,0.000,0.353,0.603,0.505,0.099,0.182,0.127,0.032,0.644,0.290,2.240,0.375,0.068,0.062,0.458,5.495,0.997,0.578,0.258,0.457,2.281,2.165,34.168,0.635,1.667,1.585,0.572,28.822,8.427,6.950,1.238,0.792,3.897,-0.054,0.000,0.013,0.000
2018-12-31,Consumer Discretionary,432,-0.127989,-0.088730,0.083,0.402,0.457,13.145,2.31%,10.211,7.251,10.519,10.054,11.335,11.489,0.709,1.681,0.320,0.406,0.103,0.103,0.088,0.343,0.038,0.071,0.101,0.115,0.188,0.051,0.123,0.116,0.109,0.351,0.646,0.347,0.402,0.314,0.200,0.608,0.410,0.143,0.138,0.072,0.067,0.558,0.489,1.741,0.444,0.061,0.053,0.381,2.741,1.166,0.587,0.265,0.491,3.382,4.359,72.431,0.363,1.654,0.979,1.269,4.934,9.600,17.401,2.930,1.949,6.427,-0.056,0.000,0.017,0.000
2018-12-31,Consumer Staples,134,-0.106272,-0.088215,0.249,0.410,0.386,17.426,2.60%,12.859,10.473,14.199,13.718,17.114,17.395,1.054,2.317,0.220,0.409,0.124,0.124,0.085,0.342,0.043,0.059,0.095,0.132,0.196,0.045,0.111,0.104,0.118,0.360,0.617,0.356,0.427,0.387,0.254,0.660,0.382,0.139,0.100,0.069,0.132,0.576,0.447,2.189,0.462,0.053,0.046,0.420,2.738,1.120,0.559,0.297,0.471,4.755,4.938,57.821,0.312,1.696,0.883,1.221,5.046,8.854,11.586,2.326,1.736,5.953,-0.037,0.000,0.008,0.000
2018-12-31,Energy,197,-0.224365,-0.131536,0.000,0.001,0.704,-1.212,2.95%,7.400,3.359,2.436,2.657,2.222,2.228,0.926,0.838,-0.012,0.163,0.028,0.026,0.041,0.359,0.014,0.061,0.212,0.037,0.043,0.013,0.114,0.045,0.022,0.324,0.627,0.320,0.330,0.067,0.465,-0.160,0.783,0.137,0.114,0.185,0.009,0.933,0.277,1.797,0.444,0.073,0.068,0.549,0.713,0.843,0.482,0.267,0.407,1.609,1.451,45.823,0.406,1.327,1.119,0.433,15.188,6.571,6.146,0.929,0.570,5.054,-0.090,0.000,0.000,0.000
2018-12-31,Financials,608,-0.100296,-0.116541,0.310,0.737,0.684,18.872,2.60%,11.544,9.052,13.481,13.380,11.971,12.226,2.640,1.233,0.365,0.041,0.094,0.093,0.000,0.793,0.181,0.395,0.428,0.179,0.528,0.257,0.024,0.110,0.095,0.241,0.745,0.242,0.454,0.000,0.223,0.932,0.373,0.016,0.052,0.215,0.260,0.701,0.539,3.141,0.317,0.054,0.048,0.053,66.137,7.178,0.878,0.083,0.875,4.341,5.602,176.541,1.099,1.977,1.968,0.051,2.579,0.012,0.075,0.487,0.358,4.760,-0.005,0.000,0.008,0.305
2018-12-31,Health Care,734,-0.177578,-0.093663,0.000,-0.051,0.233,-2.468,1.31%,-3.759,-1.932,-5.443,-5.418,-5.206,-5.215,5.759,3.183,0.234,0.020,-0.362,-0.422,-0.248,0.355,-0.554,-0.422,-0.357,-0.409,-0.454,-0.553,-0.320,-0.346,-0.461,0.074,0.850,0.084,0.121,0.000,0.066,0.757,-1.630,-0.542,1.378,-0.455,0.098,-1.726,0.533,0.000,0.076,0.089,0.075,0.190,8.052,0.492,0.386,0.101,0.195,-7.628,-7.112,85.442,3.089,3.898,3.658,0.419,3.547,6.809,6.038,0.803,0.538,0.978,-0.067,0.143,0.000,0.000
2018-12-31,Industrials,484,-0.127084,-0.111733,0.132,0.421,0.419,18.229,1.69%,11.040,9.700,12.819,12.781,14.048,14.255,0.906,1.810,0.246,0.265,0.124,0.122,0.087,0.288,0.045,0.074,0.109,0.126,0.188,0.053,0.120,0.116,0.117,0.355,0.631,0.355,0.405,0.250,0.427,0.626,0.344,0.120,0.110,0.080,0.060,0.574,0.422,1.926,0.518,0.053,0.048,0.414,3.491,1.248,0.572,0.264,0.462,4.505,5.514,76.925,0.298,1.886,1.310,0.998,5.163,9.430,6.063,2.355,1.478,5.320,-0.032,0.000,0.000,0.000
2018-12-31,Information Technology,512,-0.101223,-0.083895,0.000,0.379,0.286,11.949,1.83%,12.185,12.106,5.970,5.529,9.265,9.325,2.042,2.701,0.305,0.374,0.027,0.024,0.005,0.527,0.005,0.035,0.085,0.058,0.099,0.013,0.074,0.059,0.010,0.164,0.807,0.174,0.234,0.045,0.270,0.766,0.248,0.127,0.499,0.047,0.080,0.244,0.618,0.569,0.178,0.062,0.052,0.222,7.360,0.867,0.500,0.146,0.309,1.886,3.075,72.791,0.896,1.991,1.705,0.758,4.354,7.660,5.631,1.525,1.161,2.693,-0.075,0.123,0.001,0.000
2018-12-31,Materials,144,-0.111536,-0.086458,0.179,0.194,0.494,15.231,2.32%,9.569,7.424,7.910,7.953,11.435,11.521,0.940,1.600,0.193,0.209,0.117,0.124,0.091,0.285,0.048,0.093,0.147,0.121,0.158,0.065,0.129,0.119,0.123,0.391,0.578,0.389,0.421,0.345,0.359,0.515,0.516,0.128,0.089,0.104,0.031,0.776,0.276,2.099,0.601,0.053,0.051,0.495,1.543,1.244,0.577,0.300,0.480,3.804,5.098,77.999,0.325,2.274,1.321,0.795,5.020,7.589,7.108,2.217,1.102,4.685,-0.030,0.003,0.000,0.000
2018-12-31,Real Estate,35,-0.122472,-0.113398,0.086,0.233,0.605,16.531,2.60%,14.753,9.752,10.082,8.763,11.259,11.664,2.818,1.357,0.108,0.056,0.075,0.075,0.068,0.301,0.091,0.100,0.170,0.120,0.050,0.120,0.043,0.033,0.080,0.296,0.678,0.291,0.332,0.000,0.210,0.764,0.341,0.111,0.180,0.219,0.040,0.222,0.536,4.916,0.401,0.056,0.051,0.520,1.293,1.090,0.548,0.259,0.440,2.141,1.811,90.033,0.729,1.506,1.506,0.208,2.162,10.630,5.894,0.407,0.265,3.937,-0.012,0.000,0.000,0.000
2018-12-31,Utilities,74,-0.040998,-0.040100,0.607,1.535,0.613,25.143,3.15%,11.863,8.692,19.761,19.107,19.805,19.805,2.438,1.637,0.260,0.080,0.103,0.103,0.067,0.324,0.108,0.191,0.321,0.062,0.073,0.131,0.081,0.078,0.078,0.496,0.493,0.491,0.558,0.175,0.395,-0.081,0.627,0.096,0.009,0.246,0.117,0.773,0.158,4.250,0.781,0.051,0.044,0.445,0.924,2.283,0.693,0.351,0.556,2.986,3.173,23.766,0.064,0.665,0.579,0.244,12.546,7.660,8.543,0.818,0.413,13.417,-0.040,0.000,0.000,0.000
2019-01-31,Communication Services,146,0.159760,0.108780,0.003,0.113,0.501,7.893,2.72%,8.710,6.551,5.758,5.758,10.189,10.503,1.389,1.681,0.047,0.271,0.091,0.087,0.062,0.539,0.046,0.075,0.159,0.095,0.149,0.036,0.093,0.071,0.075,0.354,0.570,0.322,0.407,0.000,0.354,0.602,0.499,0.099,0.181,0.125,0.032,0.640,0.330,2.217,0.379,0.068,0.063,0.448,5.539,1.029,0.579,0.259,0.463,2.247,2.150,34.970,0.597,1.661,1.549,0.574,28.324,8.410,6.902,1.238,0.798,3.897,-0.053,0.000,0.013,0.000
2019-01-31,Consumer Discretionary,433,0.136172,0.100867,0.093,0.450,0.455,14.401,2.21%,10.211,7.923,11.403,10.954,12.214,12.194,0.792,1.924,0.318,0.407,0.103,0.103,0.087,0.343,0.037,0.071,0.101,0.114,0.186,0.051,0.123,0.116,0.109,0.348,0.651,0.346,0.414,0.314,0.200,0.608,0.402,0.142,0.138,0.072,0.063,0.557,0.488,1.741,0.447,0.061,0.054,0.384,2.739,1.166,0.587,0.266,0.491,3.368,4.327,72.431,0.368,1.665,0.979,1.273,4.925,9.558,17.363,2.935,1.956,6.443,-0.056,0.000,0.017,0.000
2019-01-31,Consumer Staples,134,0.098729,0.053117,0.243,0.423,0.405,18.966,2.48%,12.927,11.405,15.179,14.924,18.391,18.587,1.142,2.313,0.219,0.408,0.119,0.119,0.085,0.342,0.043,0.059,0.095,0.132,0.196,0.046,0.111,0.104,0.117,0.371,0.617,0.365,0.435,0.390,0.254,0.661,0.378,0.131,0.100,0.069,0.132,0.573,0.442,2.189,0.484,0.053,0.044,0.430,2.750,1.129,0.559,0.299,0.476,4.562,4.938,58.582,0.312,1.696,0.883,1.221,4.940,8.983,11.571,2.326,1.676,6.184,-0.035,0.000,0.008,0.000
2019-01-31,Energy,201,0.185707,0.112002,0.000,0.001,0.695,-1.439,2.60%,7.373,3.920,2.569,3.172,2.982,2.982,1.094,1.108,-0.012,0.165,0.028,0.027,0.042,0.358,0.016,0.062,0.207,0.038,0.043,0.014,0.114,0.047,0.023,0.326,0.626,0.320,0.337,0.072,0.468,-0.158,0.782,0.138,0.114,0.179,0.011,0.948,0.278,1.797,0.445,0.073,0.068,0.548,0.711,0.846,0.482,0.267,0.409,1.623,1.486,44.929,0.402,1.320,1.111,0.437,16.170,6.612,6.200,0.951,0.574,5.005,-0.090,0.000,0.000,0.000
2019-01-31,Financials,603,0.078198,0.094303,0.311,0.799,0.685,19.938,2.45%,11.542,9.791,14.457,14.394,12.966,13.150,2.810,1.311,0.365,0.041,0.094,0.093,0.000,0.794,0.180,0.394,0.426,0.179,0.528,0.257,0.024,0.110,0.095,0.241,0.745,0.241,0.453,0.000,0.223,0.931,0.373,0.016,0.053,0.214,0.260,0.701,0.539,3.133,0.315,0.054,0.049,0.054,65.726,7.178,0.878,0.083,0.875,4.417,5.610,176.513,1.170,2.085,1.996,0.051,2.564,0.012,0.075,0.487,0.359,4.760,-0.005,0.000,0.008,0.306
2019-01-31,Health Care,734,0.174592,0.063208,0.000,-0.063,0.233,-2.873,1.17%,-3.772,-2.366,-6.494,-6.510,-6.375,-6.369,6.196,3.464,0.236,0.020,-0.363,-0.435,-0.260,0.355,-0.562,-0.427,-0.369,-0.412,-0.454,-0.558,-0.324,-0.345,-0.464,0.071,0.849,0.083,0.120,0.000,0.067,0.759,-1.621,-0.549,1.398,-0.463,0.100,-1.722,0.533,0.000,0.074,0.089,0.075,0.189,8.013,0.489,0.385,0.100,0.192,-7.628,-7.112,85.053,3.089,3.921,3.658,0.414,3.557,6.871,6.055,0.786,0.538,0.978,-0.067,0.143,0.000,0.000
2019-01-31,Industrials,482,0.136758,0.114066,0.132,0.485,0.420,20.010,1.52%,11.040,10.780,13.664,13.659,15.533,15.709,1.017,2.047,0.246,0.265,0.126,0.124,0.087,0.288,0.046,0.075,0.110,0.126,0.189,0.054,0.120,0.116,0.117,0.350,0.635,0.348,0.403,0.253,0.426,0.632,0.340,0.122,0.110,0.082,0.060,0.579,0.423,1.913,0.509,0.053,0.047,0.415,3.436,1.244,0.569,0.263,0.461,4.633,5.591,77.164,0.291,1.888,1.310,0.998,5.157,9.432,6.062,2.327,1.474,5.317,-0.031,0.000,0.000,0.000
2019-01-31,Information Technology,507,0.154840,0.082418,0.000,0.380,0.288,13.834,1.74%,12.221,13.070,5.903,5.474,10.685,10.882,2.310,3.114,0.305,0.372,0.025,0.024,0.006,0.526,0.006,0.036,0.086,0.058,0.108,0.013,0.074,0.059,0.012,0.164,0.806,0.170,0.235,0.047,0.273,0.766,0.262,0.127,0.492,0.048,0.081,0.244,0.611,0.595,0.178,0.062,0.052,0.223,7.335,0.868,0.500,0.147,0.310,1.888,3.168,72.791,0.892,1.991,1.705,0.757,4.349,7.624,5.631,1.514,1.161,2.739,-0.074,0.122,0.001,0.000
2019-01-31,Materials,144,0.158347,0.080159,0.175,0.206,0.501,17.455,2.01%,9.468,8.815,9.327,9.350,12.562,12.619,1.052,1.797,0.190,0.209,0.130,0.131,0.091,0.285,0.048,0.094,0.147,0.121,0.157,0.065,0.129,0.118,0.128,0.391,0.578,0.389,0.421,0.345,0.359,0.514,0.516,0.128,0.088,0.104,0.036,0.796,0.277,2.099,0.601,0.052,0.051,0.495,1.537,1.244,0.577,0.300,0.480,3.780,5.001,76.658,0.316,2.254,1.316,0.795,5.020,7.509,7.108,2.217,1.102,4.695,-0.030,0.003,0.000,0.000
2019-01-31,Real Estate,35,0.161882,0.163013,0.056,0.151,0.605,19.743,2.03%,14.753,12.181,12.056,10.456,12.623,13.128,3.516,1.555,0.108,0.056,0.075,0.075,0.068,0.301,0.091,0.100,0.170,0.120,0.050,0.120,0.043,0.033,0.080,0.296,0.678,0.291,0.332,0.000,0.210,0.764,0.341,0.111,0.152,0.219,0.040,0.222,0.536,4.916,0.401,0.056,0.051,0.520,1.293,1.090,0.548,0.259,0.440,2.141,1.811,90.033,0.729,1.506,1.506,0.208,2.162,10.630,5.894,0.407,0.265,3.937,-0.012,0.000,0.000,0.000
2019-01-31,Utilities,73,0.044290,0.040985,0.607,1.659,0.612,26.948,2.97%,11.944,9.131,20.789,20.321,20.721,20.831,2.585,1.722,0.260,0.081,0.103,0.103,0.068,0.324,0.110,0.193,0.322,0.062,0.073,0.135,0.081,0.078,0.078,0.495,0.498,0.490,0.557,0.163,0.396,-0.089,0.622,0.096,0.009,0.249,0.114,0.780,0.158,4.203,0.777,0.051,0.044,0.442,0.921,2.266,0.692,0.350,0.554,3.014,3.173,23.724,0.062,0.663,0.576,0.245,12.603,7.656,8.586,0.822,0.415,13.417,-0.039,0.000,0.000,0.000
2019-02-28,Communication Services,145,0.032016,0.013189,0.000,0.261,0.610,10.248,2.74%,8.149,6.655,9.919,9.899,11.084,11.084,1.378,1.761,0.204,0.257,0.033,0.030,0.044,0.541,0.025,0.083,0.174,0.098,0.177,0.029,0.098,0.075,0.027,0.347,0.591,0.339,0.425,0.000,0.364,0.622,0.522,0.121,0.184,0.122,0.032,0.578,0.332,2.190,0.350,0.069,0.061,0.449,5.651,1.079,0.573,0.267,0.454,1.550,2.171,41.271,0.569,1.500,1.390,0.566,30.265,8.499,6.825,1.305,0.756,3.750,-0.067,0.000,0.012,0.000
2019-02-28,Consumer Discretionary,435,0.053141,0.013691,0.090,0.464,0.545,14.652,2.16%,9.414,8.141,13.065,12.831,12.680,12.983,0.795,1.966,0.229,0.402,0.098,0.100,0.087,0.339,0.036,0.069,0.101,0.111,0.180,0.047,0.120,0.114,0.102,0.323,0.652,0.333,0.416,0.320,0.196,0.607,0.395,0.138,0.140,0.073,0.046,0.528,0.503,1.840,0.419,0.062,0.055,0.354,2.837,1.112,0.589,0.260,0.489,3.346,4.062,71.680,0.339,1.595,0.949,1.269,4.813,9.604,16.860,2.909,1.937,6.214,-0.053,0.000,0.016,0.000
2019-02-28,Consumer Staples,135,0.038657,0.016415,0.323,0.561,0.428,20.073,2.46%,11.951,11.561,16.009,18.720,17.620,17.709,1.207,2.375,0.220,0.408,0.096,0.097,0.080,0.346,0.030,0.053,0.091,0.116,0.178,0.038,0.106,0.098,0.094,0.358,0.626,0.365,0.435,0.378,0.261,0.655,0.380,0.131,0.092,0.060,0.146,0.535,0.442,2.440,0.429,0.055,0.045,0.420,2.998,1.169,0.574,0.299,0.475,4.168,4.984,56.279,0.271,1.703,0.922,1.230,5.454,9.149,11.219,2.653,1.671,7.243,-0.040,0.000,0.009,0.000
2019-02-28,Energy,199,0.012803,0.021442,0.000,0.001,1.017,-1.783,2.65%,5.293,3.871,3.493,3.493,4.190,4.118,1.064,1.102,0.151,0.173,0.029,0.024,0.057,0.376,0.029,0.079,0.222,0.054,0.068,0.039,0.122,0.060,0.032,0.327,0.615,0.321,0.356,0.066,0.478,-0.079,0.946,0.201,0.107,0.198,0.006,1.094,0.260,1.619,0.440,0.075,0.069,0.540,0.706,0.876,0.486,0.275,0.414,1.852,2.206,46.766,0.350,1.364,1.125,0.467,16.169,7.848,6.572,0.978,0.564,6.713,-0.095,0.000,0.000,0.000
2019-02-28,Financials,603,0.051860,0.031677,0.270,0.658,0.838,19.889,2.33%,10.385,9.526,13.720,13.689,13.214,13.329,2.833,1.330,0.201,0.040,0.102,0.102,0.000,0.781,0.202,0.385,0.420,0.208,0.571,0.252,0.023,0.107,0.102,0.203,0.782,0.203,0.449,0.000,0.228,0.934,0.390,0.019,0.055,0.240,0.387,0.518,0.564,3.178,0.249,0.057,0.050,0.037,65.535,7.055,0.876,0.081,0.874,4.051,4.929,175.919,1.091,1.774,1.742,0.052,3.145,0.013,0.077,0.476,0.365,4.271,-0.005,0.000,0.008,0.289
2019-02-28,Health Care,735,0.061062,0.019782,0.000,-0.026,0.310,-2.948,1.16%,-2.264,-2.504,-2.830,-2.817,-2.643,-2.638,6.576,3.661,0.175,0.019,-0.470,-0.474,-0.344,0.347,-0.568,-0.467,-0.406,-0.393,-0.444,-0.562,-0.303,-0.394,-0.397,0.061,0.904,0.075,0.112,0.000,0.062,0.762,-1.660,-0.680,1.412,-0.497,0.049,-1.989,0.552,0.000,0.055,0.095,0.081,0.166,7.776,0.467,0.370,0.087,0.191,-6.672,-6.330,94.659,3.093,4.109,3.742,0.408,3.357,6.391,5.958,0.766,0.535,0.877,-0.077,0.140,0.000,0.000
2019-02-28,Industrials,480,0.059014,0.063857,0.141,0.600,0.548,20.206,1.44%,9.718,10.795,16.077,15.478,15.603,15.840,1.020,2.105,0.226,0.270,0.113,0.113,0.086,0.287,0.043,0.076,0.111,0.131,0.196,0.056,0.120,0.116,0.107,0.349,0.638,0.348,0.402,0.253,0.428,0.664,0.347,0.129,0.107,0.080,0.053,0.557,0.425,2.015,0.490,0.054,0.050,0.406,3.489,1.259,0.572,0.270,0.469,4.098,5.628,72.166,0.289,1.886,1.311,1.026,5.340,9.468,6.439,2.357,1.484,5.542,-0.035,0.000,0.000,0.000
2019-02-28,Information Technology,504,0.080494,0.073244,0.000,0.373,0.369,16.023,1.64%,11.047,14.563,11.698,11.330,12.346,12.498,2.413,3.219,0.197,0.354,0.036,0.031,0.024,0.518,0.012,0.040,0.087,0.063,0.093,0.014,0.081,0.062,0.029,0.165,0.807,0.173,0.258,0.045,0.286,0.773,0.257,0.136,0.456,0.062,0.066,0.263,0.629,0.625,0.176,0.064,0.053,0.223,7.429,0.933,0.509,0.156,0.319,2.005,2.959,75.417,0.880,1.990,1.660,0.758,4.214,7.692,5.535,1.460,1.140,2.761,-0.069,0.125,0.000,0.000
2019-02-28,Materials,143,0.030996,0.035697,0.219,0.624,0.608,17.442,1.99%,8.366,8.773,13.262,14.085,12.181,12.479,1.095,1.903,0.203,0.212,0.117,0.120,0.092,0.289,0.052,0.093,0.151,0.129,0.163,0.064,0.131,0.125,0.112,0.397,0.592,0.390,0.421,0.370,0.356,0.558,0.505,0.137,0.079,0.112,0.027,0.792,0.283,2.238,0.585,0.054,0.052,0.501,1.543,1.255,0.556,0.292,0.485,3.499,5.237,75.832,0.276,2.131,1.256,0.803,5.099,8.041,7.625,2.165,1.134,4.665,-0.042,0.002,0.000,0.000
2019-02-28,Real Estate,35,0.022798,0.048733,0.000,0.220,0.768,21.795,2.04%,11.436,10.718,14.750,13.996,13.313,13.343,3.482,1.456,0.232,0.077,0.056,0.056,0.061,0.339,0.075,0.109,0.192,0.151,0.047,0.096,0.039,0.033,0.056,0.301,0.663,0.261,0.345,0.000,0.248,0.773,0.318,0.079,0.176,0.199,0.049,0.311,0.537,4.614,0.393,0.058,0.052,0.563,1.325,0.851,0.463,0.283,0.435,3.152,2.323,82.513,0.952,1.748,1.748,0.216,2.570,11.000,5.197,0.409,0.283,3.639,-0.013,0.000,0.000,0.000
2019-02-28,Utilities,72,0.036302,0.039586,0.631,2.482,0.637,26.831,2.96%,12.528,9.540,23.081,22.868,21.787,21.859,2.621,1.739,0.157,0.077,0.096,0.096,0.066,0.331,0.098,0.188,0.321,0.060,0.070,0.123,0.080,0.074,0.074,0.508,0.488,0.503,0.583,0.172,0.478,-0.141,0.589,0.093,0.011,0.249,0.117,0.701,0.155,4.474,0.788,0.052,0.045,0.448,0.941,2.264,0.694,0.364,0.568,2.801,2.919,30.842,0.055,0.675,0.560,0.240,13.696,6.457,7.048,0.797,0.396,6.705,-0.040,0.000,0.000,0.000
2019-03-31,Communication Services,144,0.000247,0.017664,0.000,0.270,0.613,10.279,2.99%,8.089,6.586,9.899,9.564,10.824,11.064,1.378,1.712,0.206,0.261,0.031,0.026,0.044,0.542,0.023,0.081,0.173,0.097,0.178,0.026,0.096,0.074,0.026,0.347,0.602,0.336,0.409,0.000,0.374,0.625,0.487,0.119,0.183,0.121,0.031,0.578,0.337,2.119,0.351,0.069,0.061,0.446,5.568,1.075,0.575,0.266,0.458,1.538,2.118,40.520,0.560,1.490,1.374,0.567,31.029,8.608,6.843,1.285,0.758,3.834,-0.067,0.000,0.012,0.000
2019-03-31,Consumer Discretionary,431,-0.034552,0.031008,0.101,0.469,0.561,14.112,2.25%,9.181,7.675,12.996,12.637,12.515,12.825,0.765,1.889,0.224,0.403,0.094,0.096,0.088,0.340,0.036,0.066,0.100,0.110,0.181,0.046,0.119,0.113,0.101,0.325,0.653,0.331,0.428,0.321,0.195,0.616,0.390,0.134,0.141,0.073,0.038,0.525,0.503,1.815,0.407,0.063,0.056,0.357,2.772,1.112,0.596,0.258,0.493,3.222,4.027,73.337,0.340,1.597,0.953,1.264,4.823,9.912,16.860,2.909,1.952,6.252,-0.053,0.000,0.016,0.000
2019-03-31,Consumer Staples,134,0.000895,0.033642,0.359,0.600,0.424,19.490,2.45%,11.968,11.591,17.400,17.400,17.515,17.656,1.144,2.420,0.221,0.402,0.089,0.089,0.074,0.341,0.030,0.055,0.089,0.116,0.182,0.036,0.105,0.094,0.087,0.372,0.623,0.372,0.443,0.376,0.260,0.656,0.379,0.133,0.092,0.056,0.139,0.540,0.440,2.441,0.430,0.054,0.045,0.431,3.041,1.171,0.576,0.307,0.480,3.681,4.750,52.688,0.265,1.697,0.904,1.220,5.581,9.476,11.384,2.682,1.684,7.223,-0.040,0.000,0.009,0.000
2019-03-31,Energy,197,0.002943,0.023966,0.000,0.004,1.021,-1.895,2.68%,5.306,3.887,3.540,3.540,4.759,4.616,1.082,1.087,0.151,0.172,0.030,0.028,0.057,0.376,0.029,0.075,0.221,0.052,0.065,0.039,0.122,0.059,0.034,0.327,0.615,0.320,0.357,0.068,0.478,-0.072,0.969,0.205,0.107,0.198,0.006,1.094,0.260,1.619,0.443,0.075,0.068,0.540,0.706,0.891,0.486,0.277,0.414,1.871,2.269,46.777,0.350,1.385,1.126,0.467,15.850,7.923,6.553,0.956,0.562,6.467,-0.095,0.000,0.000,0.000
2019-03-31,Financials,602,-0.045884,-0.033711,0.268,0.614,0.835,18.560,2.51%,10.348,8.959,12.820,12.771,12.346,12.502,2.722,1.261,0.200,0.040,0.102,0.102,0.000,0.782,0.202,0.386,0.420,0.208,0.571,0.252,0.023,0.107,0.102,0.202,0.784,0.202,0.450,0.000,0.228,0.934,0.390,0.019,0.055,0.240,0.385,0.518,0.564,3.147,0.249,0.057,0.051,0.037,65.496,7.067,0.877,0.081,0.874,4.066,4.929,178.945,1.091,1.774,1.742,0.052,3.277,0.013,0.076,0.477,0.366,4.271,-0.005,0.000,0.008,0.288
2019-03-31,Health Care,729,0.027296,0.003159,0.000,-0.032,0.310,-3.023,1.13%,-2.289,-2.831,-2.629,-2.611,-2.586,-2.577,6.676,3.678,0.176,0.022,-0.463,-0.471,-0.337,0.352,-0.557,-0.445,-0.395,-0.392,-0.443,-0.551,-0.301,-0.386,-0.393,0.054,0.905,0.071,0.110,0.000,0.061,0.768,-1.641,-0.678,1.412,-0.496,0.051,-1.977,0.554,0.000,0.053,0.095,0.081,0.164,7.746,0.467,0.366,0.087,0.190,-6.689,-6.312,96.553,3.067,4.122,3.742,0.409,3.371,6.391,5.976,0.770,0.536,0.870,-0.075,0.140,0.000,0.000
